TIME,GEO,Value
2006W39,Nordrhein-Westfalen,"3,192"
2006W39,Rheinland-Pfalz,732
2006W39,Saarland,198
2006W39,Sachsen,868
2006W39,Sachsen-Anhalt,523
2006W39,Schleswig-Holstein,529
2006W39,Th�ringen,413
2006W40,Germany (until 1990 former territory of the FRG),"14,172"
2006W40,Baden-W�rttemberg,"1,58"
2006W40,Bayern,"2,132"
2006W40,Berlin,499
2006W40,Brandenburg,467
2006W40,Bremen,120
2006W40,Hamburg,276
2006W40,Hessen,"1,03"
2006W40,Mecklenburg-Vorpommern,281
2006W40,Niedersachsen,"1,405"
2006W40,Nordrhein-Westfalen,"3,142"
2006W40,Rheinland-Pfalz,757
2006W40,Saarland,232
2006W40,Sachsen,795
2006W40,Sachsen-Anhalt,505
2006W40,Schleswig-Holstein,532
2006W40,Th�ringen,419
2006W41,Germany (until 1990 former territory of the FRG),"14,751"
2006W41,Baden-W�rttemberg,"1,689"
2006W41,Bayern,"2,159"
2006W41,Berlin,568
2006W41,Brandenburg,486
2006W41,Bremen,139
2006W41,Hamburg,310
2006W41,Hessen,"1,119"
2006W41,Mecklenburg-Vorpommern,321
2006W41,Niedersachsen,"1,41"
2006W41,Nordrhein-Westfalen,"3,167"
2006W41,Rheinland-Pfalz,773
2006W41,Saarland,234
2006W41,Sachsen,879
2006W41,Sachsen-Anhalt,491
2006W41,Schleswig-Holstein,512
2006W41,Th�ringen,494
2006W42,Germany (until 1990 former territory of the FRG),"15,486"
2006W42,Baden-W�rttemberg,"1,717"
2006W42,Bayern,"2,318"
2006W42,Berlin,573
2006W42,Brandenburg,493
2006W42,Bremen,143
2006W42,Hamburg,339
2006W42,Hessen,"1,072"
2006W42,Mecklenburg-Vorpommern,322
2006W42,Niedersachsen,"1,583"
2006W42,Nordrhein-Westfalen,"3,383"
2006W42,Rheinland-Pfalz,798
2006W42,Saarland,239
2006W42,Sachsen,933
2006W42,Sachsen-Anhalt,594
2006W42,Schleswig-Holstein,533
2006W42,Th�ringen,446
2006W43,Germany (until 1990 former territory of the FRG),"15,289"
2006W43,Baden-W�rttemberg,"1,808"
2006W43,Bayern,"2,282"
2006W43,Berlin,528
2006W43,Brandenburg,471
2006W43,Bremen,119
2006W43,Hamburg,281
2006W43,Hessen,"1,07"
2006W43,Mecklenburg-Vorpommern,321
2006W43,Niedersachsen,"1,494"
2006W43,Nordrhein-Westfalen,"3,384"
2006W43,Rheinland-Pfalz,784
2006W43,Saarland,230
2006W43,Sachsen,897
2006W43,Sachsen-Anhalt,566
2006W43,Schleswig-Holstein,557
2006W43,Th�ringen,497
2006W44,Germany (until 1990 former territory of the FRG),"15,128"
2006W44,Baden-W�rttemberg,"1,673"
2006W44,Bayern,"2,218"
2006W44,Berlin,597
2006W44,Brandenburg,509
2006W44,Bremen,136
2006W44,Hamburg,299
2006W44,Hessen,"1,053"
2006W44,Mecklenburg-Vorpommern,348
2006W44,Niedersachsen,"1,514"
2006W44,Nordrhein-Westfalen,"3,265"
2006W44,Rheinland-Pfalz,748
2006W44,Saarland,221
2006W44,Sachsen,938
2006W44,Sachsen-Anhalt,526
2006W44,Schleswig-Holstein,594
2006W44,Th�ringen,489
2006W45,Germany (until 1990 former territory of the FRG),"15,693"
2006W45,Baden-W�rttemberg,"1,823"
2006W45,Bayern,"2,276"
2006W45,Berlin,638
2006W45,Brandenburg,495
2006W45,Bremen,141
2006W45,Hamburg,321
2006W45,Hessen,"1,095"
2006W45,Mecklenburg-Vorpommern,317
2006W45,Niedersachsen,"1,567"
2006W45,Nordrhein-Westfalen,"3,553"
2006W45,Rheinland-Pfalz,810
2006W45,Saarland,228
2006W45,Sachsen,897
2006W45,Sachsen-Anhalt,484
2006W45,Schleswig-Holstein,540
2006W45,Th�ringen,508
2006W46,Germany (until 1990 former territory of the FRG),"15,508"
2006W46,Baden-W�rttemberg,"1,806"
2006W46,Bayern,"2,273"
2006W46,Berlin,584
2006W46,Brandenburg,475
2006W46,Bremen,98
2006W46,Hamburg,305
2006W46,Hessen,"1,091"
2006W46,Mecklenburg-Vorpommern,331
2006W46,Niedersachsen,"1,617"
2006W46,Nordrhein-Westfalen,"3,406"
2006W46,Rheinland-Pfalz,801
2006W46,Saarland,236
2006W46,Sachsen,904
2006W46,Sachsen-Anhalt,572
2006W46,Schleswig-Holstein,550
2006W46,Th�ringen,459
2006W47,Germany (until 1990 former territory of the FRG),"15,469"
2006W47,Baden-W�rttemberg,"1,764"
2006W47,Bayern,"2,285"
2006W47,Berlin,591
2006W47,Brandenburg,463
2006W47,Bremen,124
2006W47,Hamburg,345
2006W47,Hessen,"1,066"
2006W47,Mecklenburg-Vorpommern,311
2006W47,Niedersachsen,"1,496"
2006W47,Nordrhein-Westfalen,"3,504"
2006W47,Rheinland-Pfalz,798
2006W47,Saarland,236
2006W47,Sachsen,892
2006W47,Sachsen-Anhalt,537
2006W47,Schleswig-Holstein,561
2006W47,Th�ringen,496
2006W48,Germany (until 1990 former territory of the FRG),"15,421"
2006W48,Baden-W�rttemberg,"1,726"
2006W48,Bayern,"2,261"
2006W48,Berlin,598
2006W48,Brandenburg,476
2006W48,Bremen,124
2006W48,Hamburg,317
2006W48,Hessen,"1,098"
2006W48,Mecklenburg-Vorpommern,327
2006W48,Niedersachsen,"1,515"
2006W48,Nordrhein-Westfalen,"3,402"
2006W48,Rheinland-Pfalz,777
2006W48,Saarland,229
2006W48,Sachsen,936
2006W48,Sachsen-Anhalt,547
2006W48,Schleswig-Holstein,574
2006W48,Th�ringen,514
2006W49,Germany (until 1990 former territory of the FRG),"15,846"
2006W49,Baden-W�rttemberg,"1,741"
2006W49,Bayern,"2,423"
2006W49,Berlin,590
2006W49,Brandenburg,528
2006W49,Bremen,132
2006W49,Hamburg,305
2006W49,Hessen,"1,187"
2006W49,Mecklenburg-Vorpommern,348
2006W49,Niedersachsen,"1,563"
2006W49,Nordrhein-Westfalen,"3,413"
2006W49,Rheinland-Pfalz,877
2006W49,Saarland,221
2006W49,Sachsen,871
2006W49,Sachsen-Anhalt,550
2006W49,Schleswig-Holstein,586
2006W49,Th�ringen,511
2006W50,Germany (until 1990 former territory of the FRG),"15,7"
2006W50,Baden-W�rttemberg,"1,723"
2006W50,Bayern,"2,282"
2006W50,Berlin,574
2006W50,Brandenburg,506
2006W50,Bremen,143
2006W50,Hamburg,316
2006W50,Hessen,"1,069"
2006W50,Mecklenburg-Vorpommern,365
2006W50,Niedersachsen,"1,672"
2006W50,Nordrhein-Westfalen,"3,479"
2006W50,Rheinland-Pfalz,794
2006W50,Saarland,211
2006W50,Sachsen,947
2006W50,Sachsen-Anhalt,568
2006W50,Schleswig-Holstein,565
2006W50,Th�ringen,486
2006W51,Germany (until 1990 former territory of the FRG),"15,974"
2006W51,Baden-W�rttemberg,"1,807"
2006W51,Bayern,"2,291"
2006W51,Berlin,583
2006W51,Brandenburg,532
2006W51,Bremen,149
2006W51,Hamburg,334
2006W51,Hessen,"1,134"
2006W51,Mecklenburg-Vorpommern,354
2006W51,Niedersachsen,"1,593"
2006W51,Nordrhein-Westfalen,"3,561"
2006W51,Rheinland-Pfalz,784
2006W51,Saarland,224
2006W51,Sachsen,965
2006W51,Sachsen-Anhalt,580
2006W51,Schleswig-Holstein,571
2006W51,Th�ringen,512
2006W52,Germany (until 1990 former territory of the FRG),"16,163"
2006W52,Baden-W�rttemberg,"1,831"
2006W52,Bayern,"2,387"
2006W52,Berlin,567
2006W52,Brandenburg,504
2006W52,Bremen,145
2006W52,Hamburg,362
2006W52,Hessen,"1,147"
2006W52,Mecklenburg-Vorpommern,341
2006W52,Niedersachsen,"1,569"
2006W52,Nordrhein-Westfalen,"3,614"
2006W52,Rheinland-Pfalz,822
2006W52,Saarland,254
2006W52,Sachsen,950
2006W52,Sachsen-Anhalt,566
2006W52,Schleswig-Holstein,609
2006W52,Th�ringen,495
2007W01,Germany (until 1990 former territory of the FRG),"16,945"
2007W01,Baden-W�rttemberg,"1,964"
2007W01,Bayern,"2,451"
2007W01,Berlin,605
2007W01,Brandenburg,545
2007W01,Bremen,147
2007W01,Hamburg,345
2007W01,Hessen,"1,228"
2007W01,Mecklenburg-Vorpommern,374
2007W01,Niedersachsen,"1,692"
2007W01,Nordrhein-Westfalen,"3,792"
2007W01,Rheinland-Pfalz,869
2007W01,Saarland,253
2007W01,Sachsen,"1,005"
2007W01,Sachsen-Anhalt,582
2007W01,Schleswig-Holstein,566
2007W01,Th�ringen,527
2007W02,Germany (until 1990 former territory of the FRG),"16,423"
2007W02,Baden-W�rttemberg,"1,825"
2007W02,Bayern,"2,341"
2007W02,Berlin,595
2007W02,Brandenburg,563
2007W02,Bremen,164
2007W02,Hamburg,325
2007W02,Hessen,"1,102"
2007W02,Mecklenburg-Vorpommern,337
2007W02,Niedersachsen,"1,594"
2007W02,Nordrhein-Westfalen,"3,786"
2007W02,Rheinland-Pfalz,888
2007W02,Saarland,236
2007W02,Sachsen,961
2007W02,Sachsen-Anhalt,600
2007W02,Schleswig-Holstein,580
2007W02,Th�ringen,526
2007W03,Germany (until 1990 former territory of the FRG),"16,292"
2007W03,Baden-W�rttemberg,"1,873"
2007W03,Bayern,"2,343"
2007W03,Berlin,587
2007W03,Brandenburg,515
2007W03,Bremen,139
2007W03,Hamburg,347
2007W03,Hessen,"1,148"
2007W03,Mecklenburg-Vorpommern,336
2007W03,Niedersachsen,"1,606"
2007W03,Nordrhein-Westfalen,"3,744"
2007W03,Rheinland-Pfalz,823
2007W03,Saarland,245
2007W03,Sachsen,939
2007W03,Sachsen-Anhalt,591
2007W03,Schleswig-Holstein,557
2007W03,Th�ringen,499
2007W04,Germany (until 1990 former territory of the FRG),"16,061"
2007W04,Baden-W�rttemberg,"1,859"
2007W04,Bayern,"2,331"
2007W04,Berlin,606
2007W04,Brandenburg,528
2007W04,Bremen,172
2007W04,Hamburg,357
2007W04,Hessen,"1,136"
2007W04,Mecklenburg-Vorpommern,353
2007W04,Niedersachsen,"1,509"
2007W04,Nordrhein-Westfalen,"3,635"
2007W04,Rheinland-Pfalz,814
2007W04,Saarland,230
2007W04,Sachsen,965
2007W04,Sachsen-Anhalt,506
2007W04,Schleswig-Holstein,561
2007W04,Th�ringen,499
2007W05,Germany (until 1990 former territory of the FRG),"16,118"
2007W05,Baden-W�rttemberg,"1,81"
2007W05,Bayern,"2,306"
2007W05,Berlin,621
2007W05,Brandenburg,493
2007W05,Bremen,137
2007W05,Hamburg,322
2007W05,Hessen,"1,184"
2007W05,Mecklenburg-Vorpommern,365
2007W05,Niedersachsen,"1,569"
2007W05,Nordrhein-Westfalen,"3,707"
2007W05,Rheinland-Pfalz,784
2007W05,Saarland,244
2007W05,Sachsen,927
2007W05,Sachsen-Anhalt,558
2007W05,Schleswig-Holstein,592
2007W05,Th�ringen,499
2007W06,Germany (until 1990 former territory of the FRG),"16,669"
2007W06,Baden-W�rttemberg,"1,978"
2007W06,Bayern,"2,448"
2007W06,Berlin,594
2007W06,Brandenburg,549
2007W06,Bremen,136
2007W06,Hamburg,305
2007W06,Hessen,"1,214"
2007W06,Mecklenburg-Vorpommern,321
2007W06,Niedersachsen,"1,619"
2007W06,Nordrhein-Westfalen,"3,739"
2007W06,Rheinland-Pfalz,886
2007W06,Saarland,224
2007W06,Sachsen,919
2007W06,Sachsen-Anhalt,605
2007W06,Schleswig-Holstein,603
2007W06,Th�ringen,529
2007W07,Germany (until 1990 former territory of the FRG),"16,714"
2007W07,Baden-W�rttemberg,"1,855"
2007W07,Bayern,"2,405"
2007W07,Berlin,630
2007W07,Brandenburg,518
2007W07,Bremen,135
2007W07,Hamburg,365
2007W07,Hessen,"1,255"
2007W07,Mecklenburg-Vorpommern,349
2007W07,Niedersachsen,"1,586"
2007W07,Nordrhein-Westfalen,"3,748"
2007W07,Rheinland-Pfalz,849
2007W07,Saarland,262
2007W07,Sachsen,"1,022"
2007W07,Sachsen-Anhalt,573
2007W07,Schleswig-Holstein,625
2007W07,Th�ringen,537
2007W08,Germany (until 1990 former territory of the FRG),"17,349"
2007W08,Baden-W�rttemberg,"2,076"
2007W08,Bayern,"2,462"
2007W08,Berlin,630
2007W08,Brandenburg,542
2007W08,Bremen,156
2007W08,Hamburg,348
2007W08,Hessen,"1,257"
2007W08,Mecklenburg-Vorpommern,417
2007W08,Niedersachsen,"1,647"
2007W08,Nordrhein-Westfalen,"3,857"
2007W08,Rheinland-Pfalz,907
2007W08,Saarland,214
2007W08,Sachsen,"1,027"
2007W08,Sachsen-Anhalt,621
2007W08,Schleswig-Holstein,635
2007W08,Th�ringen,553
2007W09,Germany (until 1990 former territory of the FRG),"17,513"
2007W09,Baden-W�rttemberg,"2,024"
2007W09,Bayern,"2,523"
2007W09,Berlin,668
2007W09,Brandenburg,537
2007W09,Bremen,165
2007W09,Hamburg,374
2007W09,Hessen,"1,229"
2007W09,Mecklenburg-Vorpommern,377
2007W09,Niedersachsen,"1,731"
2007W09,Nordrhein-Westfalen,"3,961"
2007W09,Rheinland-Pfalz,892
2007W09,Saarland,229
2007W09,Sachsen,980
2007W09,Sachsen-Anhalt,595
2007W09,Schleswig-Holstein,694
2007W09,Th�ringen,534
2007W10,Germany (until 1990 former territory of the FRG),"17,41"
2007W10,Baden-W�rttemberg,"2,005"
2007W10,Bayern,"2,513"
2007W10,Berlin,670
2007W10,Brandenburg,559
2007W10,Bremen,166
2007W10,Hamburg,352
2007W10,Hessen,"1,261"
2007W10,Mecklenburg-Vorpommern,359
2007W10,Niedersachsen,"1,718"
2007W10,Nordrhein-Westfalen,"3,819"
2007W10,Rheinland-Pfalz,908
2007W10,Saarland,227
2007W10,Sachsen,"1,014"
2007W10,Sachsen-Anhalt,611
2007W10,Schleswig-Holstein,671
2007W10,Th�ringen,557
2007W11,Germany (until 1990 former territory of the FRG),"17,085"
2007W11,Baden-W�rttemberg,"1,881"
2007W11,Bayern,"2,448"
2007W11,Berlin,657
2007W11,Brandenburg,554
2007W11,Bremen,153
2007W11,Hamburg,361
2007W11,Hessen,"1,248"
2007W11,Mecklenburg-Vorpommern,374
2007W11,Niedersachsen,"1,628"
2007W11,Nordrhein-Westfalen,"3,815"
2007W11,Rheinland-Pfalz,863
2007W11,Saarland,256
2007W11,Sachsen,"1,063"
2007W11,Sachsen-Anhalt,643
2007W11,Schleswig-Holstein,657
2007W11,Th�ringen,484
2007W12,Germany (until 1990 former territory of the FRG),"16,994"
2007W12,Baden-W�rttemberg,"1,935"
2007W12,Bayern,"2,425"
2007W12,Berlin,615
2007W12,Brandenburg,523
2007W12,Bremen,169
2007W12,Hamburg,364
2007W12,Hessen,"1,224"
2007W12,Mecklenburg-Vorpommern,361
2007W12,Niedersachsen,"1,742"
2007W12,Nordrhein-Westfalen,"3,654"
2007W12,Rheinland-Pfalz,901
2007W12,Saarland,234
2007W12,Sachsen,"1,028"
2007W12,Sachsen-Anhalt,624
2007W12,Schleswig-Holstein,612
2007W12,Th�ringen,583
2007W13,Germany (until 1990 former territory of the FRG),"16,994"
2007W13,Baden-W�rttemberg,"1,907"
2007W13,Bayern,"2,439"
2007W13,Berlin,657
2007W13,Brandenburg,549
2007W13,Bremen,154
2007W13,Hamburg,329
2007W13,Hessen,"1,222"
2007W13,Mecklenburg-Vorpommern,374
2007W13,Niedersachsen,"1,731"
2007W13,Nordrhein-Westfalen,"3,732"
2007W13,Rheinland-Pfalz,881
2007W13,Saarland,269
2007W13,Sachsen,"1,069"
2007W13,Sachsen-Anhalt,576
2007W13,Schleswig-Holstein,589
2007W13,Th�ringen,516
2007W14,Germany (until 1990 former territory of the FRG),"16,681"
2007W14,Baden-W�rttemberg,"1,885"
2007W14,Bayern,"2,331"
2007W14,Berlin,642
2007W14,Brandenburg,595
2007W14,Bremen,148
2007W14,Hamburg,350
2007W14,Hessen,"1,175"
2007W14,Mecklenburg-Vorpommern,375
2007W14,Niedersachsen,"1,645"
2007W14,Nordrhein-Westfalen,"3,684"
2007W14,Rheinland-Pfalz,862
2007W14,Saarland,253
2007W14,Sachsen,981
2007W14,Sachsen-Anhalt,628
2007W14,Schleswig-Holstein,601
2007W14,Th�ringen,526
2007W15,Germany (until 1990 former territory of the FRG),"16,599"
2007W15,Baden-W�rttemberg,"1,844"
2007W15,Bayern,"2,364"
2007W15,Berlin,630
2007W15,Brandenburg,554
2007W15,Bremen,141
2007W15,Hamburg,343
2007W15,Hessen,"1,117"
2007W15,Mecklenburg-Vorpommern,321
2007W15,Niedersachsen,"1,666"
2007W15,Nordrhein-Westfalen,"3,723"
2007W15,Rheinland-Pfalz,902
2007W15,Saarland,233
2007W15,Sachsen,961
2007W15,Sachsen-Anhalt,653
2007W15,Schleswig-Holstein,578
2007W15,Th�ringen,569
2007W16,Germany (until 1990 former territory of the FRG),"15,914"
2007W16,Baden-W�rttemberg,"1,83"
2007W16,Bayern,"2,24"
2007W16,Berlin,593
2007W16,Brandenburg,554
2007W16,Bremen,138
2007W16,Hamburg,319
2007W16,Hessen,"1,117"
2007W16,Mecklenburg-Vorpommern,368
2007W16,Niedersachsen,"1,569"
2007W16,Nordrhein-Westfalen,"3,558"
2007W16,Rheinland-Pfalz,814
2007W16,Saarland,231
2007W16,Sachsen,957
2007W16,Sachsen-Anhalt,550
2007W16,Schleswig-Holstein,585
2007W16,Th�ringen,491
2007W17,Germany (until 1990 former territory of the FRG),"16,167"
2007W17,Baden-W�rttemberg,"1,797"
2007W17,Bayern,"2,274"
2007W17,Berlin,643
2007W17,Brandenburg,489
2007W17,Bremen,137
2007W17,Hamburg,310
2007W17,Hessen,"1,127"
2007W17,Mecklenburg-Vorpommern,328
2007W17,Niedersachsen,"1,577"
2007W17,Nordrhein-Westfalen,"3,703"
2007W17,Rheinland-Pfalz,812
2007W17,Saarland,243
2007W17,Sachsen,990
2007W17,Sachsen-Anhalt,598
2007W17,Schleswig-Holstein,625
2007W17,Th�ringen,514
2007W18,Germany (until 1990 former territory of the FRG),"15,333"
2007W18,Baden-W�rttemberg,"1,714"
2007W18,Bayern,"2,189"
2007W18,Berlin,540
2007W18,Brandenburg,537
2007W18,Bremen,126
2007W18,Hamburg,318
2007W18,Hessen,"1,128"
2007W18,Mecklenburg-Vorpommern,333
2007W18,Niedersachsen,"1,548"
2007W18,Nordrhein-Westfalen,"3,43"
2007W18,Rheinland-Pfalz,741
2007W18,Saarland,221
2007W18,Sachsen,930
2007W18,Sachsen-Anhalt,569
2007W18,Schleswig-Holstein,555
2007W18,Th�ringen,454
2007W19,Germany (until 1990 former territory of the FRG),"15,234"
2007W19,Baden-W�rttemberg,"1,658"
2007W19,Bayern,"2,253"
2007W19,Berlin,558
2007W19,Brandenburg,508
2007W19,Bremen,127
2007W19,Hamburg,284
2007W19,Hessen,"1,104"
2007W19,Mecklenburg-Vorpommern,355
2007W19,Niedersachsen,"1,513"
2007W19,Nordrhein-Westfalen,"3,37"
2007W19,Rheinland-Pfalz,790
2007W19,Saarland,209
2007W19,Sachsen,908
2007W19,Sachsen-Anhalt,585
2007W19,Schleswig-Holstein,554
2007W19,Th�ringen,458
2007W20,Germany (until 1990 former territory of the FRG),"15,171"
2007W20,Baden-W�rttemberg,"1,645"
2007W20,Bayern,"2,14"
2007W20,Berlin,521
2007W20,Brandenburg,474
2007W20,Bremen,140
2007W20,Hamburg,351
2007W20,Hessen,"1,08"
2007W20,Mecklenburg-Vorpommern,339
2007W20,Niedersachsen,"1,483"
2007W20,Nordrhein-Westfalen,"3,363"
2007W20,Rheinland-Pfalz,810
2007W20,Saarland,246
2007W20,Sachsen,980
2007W20,Sachsen-Anhalt,548
2007W20,Schleswig-Holstein,567
2007W20,Th�ringen,484
2007W21,Germany (until 1990 former territory of the FRG),"15,892"
2007W21,Baden-W�rttemberg,"1,839"
2007W21,Bayern,"2,26"
2007W21,Berlin,565
2007W21,Brandenburg,511
2007W21,Bremen,134
2007W21,Hamburg,297
2007W21,Hessen,"1,129"
2007W21,Mecklenburg-Vorpommern,326
2007W21,Niedersachsen,"1,539"
2007W21,Nordrhein-Westfalen,"3,47"
2007W21,Rheinland-Pfalz,853
2007W21,Saarland,263
2007W21,Sachsen,"1,008"
2007W21,Sachsen-Anhalt,611
2007W21,Schleswig-Holstein,567
2007W21,Th�ringen,520
2007W22,Germany (until 1990 former territory of the FRG),"14,375"
2007W22,Baden-W�rttemberg,"1,701"
2007W22,Bayern,"1,995"
2007W22,Berlin,546
2007W22,Brandenburg,454
2007W22,Bremen,138
2007W22,Hamburg,305
2007W22,Hessen,"1,05"
2007W22,Mecklenburg-Vorpommern,266
2007W22,Niedersachsen,"1,488"
2007W22,Nordrhein-Westfalen,"3,252"
2007W22,Rheinland-Pfalz,699
2007W22,Saarland,218
2007W22,Sachsen,803
2007W22,Sachsen-Anhalt,469
2007W22,Schleswig-Holstein,521
2007W22,Th�ringen,470
2007W23,Germany (until 1990 former territory of the FRG),"15,469"
2007W23,Baden-W�rttemberg,"1,779"
2007W23,Bayern,"2,186"
2007W23,Berlin,588
2007W23,Brandenburg,546
2007W23,Bremen,136
2007W23,Hamburg,322
2007W23,Hessen,"1,181"
2007W23,Mecklenburg-Vorpommern,287
2007W23,Niedersachsen,"1,586"
2007W23,Nordrhein-Westfalen,"3,36"
2007W23,Rheinland-Pfalz,800
2007W23,Saarland,233
2007W23,Sachsen,909
2007W23,Sachsen-Anhalt,536
2007W23,Schleswig-Holstein,536
2007W23,Th�ringen,484
2007W24,Germany (until 1990 former territory of the FRG),"15,036"
2007W24,Baden-W�rttemberg,"1,708"
2007W24,Bayern,"2,156"
2007W24,Berlin,625
2007W24,Brandenburg,505
2007W24,Bremen,136
2007W24,Hamburg,318
2007W24,Hessen,"1,075"
2007W24,Mecklenburg-Vorpommern,333
2007W24,Niedersachsen,"1,468"
2007W24,Nordrhein-Westfalen,"3,22"
2007W24,Rheinland-Pfalz,790
2007W24,Saarland,227
2007W24,Sachsen,912
2007W24,Sachsen-Anhalt,577
2007W24,Schleswig-Holstein,550
2007W24,Th�ringen,436
2007W25,Germany (until 1990 former territory of the FRG),"14,877"
2007W25,Baden-W�rttemberg,"1,722"
2007W25,Bayern,"2,14"
2007W25,Berlin,547
2007W25,Brandenburg,534
2007W25,Bremen,106
2007W25,Hamburg,316
2007W25,Hessen,"1,028"
2007W25,Mecklenburg-Vorpommern,351
2007W25,Niedersachsen,"1,493"
2007W25,Nordrhein-Westfalen,"3,331"
2007W25,Rheinland-Pfalz,748
2007W25,Saarland,232
2007W25,Sachsen,849
2007W25,Sachsen-Anhalt,532
2007W25,Schleswig-Holstein,476
2007W25,Th�ringen,472
2007W26,Germany (until 1990 former territory of the FRG),"14,479"
2007W26,Baden-W�rttemberg,"1,653"
2007W26,Bayern,"1,987"
2007W26,Berlin,573
2007W26,Brandenburg,433
2007W26,Bremen,129
2007W26,Hamburg,289
2007W26,Hessen,"1,068"
2007W26,Mecklenburg-Vorpommern,316
2007W26,Niedersachsen,"1,528"
2007W26,Nordrhein-Westfalen,"3,236"
2007W26,Rheinland-Pfalz,751
2007W26,Saarland,193
2007W26,Sachsen,841
2007W26,Sachsen-Anhalt,493
2007W26,Schleswig-Holstein,500
2007W26,Th�ringen,489
2007W27,Germany (until 1990 former territory of the FRG),"14,718"
2007W27,Baden-W�rttemberg,"1,661"
2007W27,Bayern,"2,032"
2007W27,Berlin,564
2007W27,Brandenburg,451
2007W27,Bremen,125
2007W27,Hamburg,331
2007W27,Hessen,"1,084"
2007W27,Mecklenburg-Vorpommern,321
2007W27,Niedersachsen,"1,448"
2007W27,Nordrhein-Westfalen,"3,318"
2007W27,Rheinland-Pfalz,743
2007W27,Saarland,219
2007W27,Sachsen,903
2007W27,Sachsen-Anhalt,536
2007W27,Schleswig-Holstein,543
2007W27,Th�ringen,439
2007W28,Germany (until 1990 former territory of the FRG),"15,113"
2007W28,Baden-W�rttemberg,"1,67"
2007W28,Bayern,"2,168"
2007W28,Berlin,563
2007W28,Brandenburg,461
2007W28,Bremen,144
2007W28,Hamburg,321
2007W28,Hessen,"1,123"
2007W28,Mecklenburg-Vorpommern,351
2007W28,Niedersachsen,"1,493"
2007W28,Nordrhein-Westfalen,"3,297"
2007W28,Rheinland-Pfalz,771
2007W28,Saarland,242
2007W28,Sachsen,935
2007W28,Sachsen-Anhalt,534
2007W28,Schleswig-Holstein,542
2007W28,Th�ringen,498
2007W29,Germany (until 1990 former territory of the FRG),"16,188"
2007W29,Baden-W�rttemberg,"1,861"
2007W29,Bayern,"2,36"
2007W29,Berlin,635
2007W29,Brandenburg,487
2007W29,Bremen,134
2007W29,Hamburg,374
2007W29,Hessen,"1,127"
2007W29,Mecklenburg-Vorpommern,351
2007W29,Niedersachsen,"1,653"
2007W29,Nordrhein-Westfalen,"3,531"
2007W29,Rheinland-Pfalz,806
2007W29,Saarland,267
2007W29,Sachsen,981
2007W29,Sachsen-Anhalt,597
2007W29,Schleswig-Holstein,536
2007W29,Th�ringen,488
2007W30,Germany (until 1990 former territory of the FRG),"14,552"
2007W30,Baden-W�rttemberg,"1,7"
2007W30,Bayern,"2,107"
2007W30,Berlin,541
2007W30,Brandenburg,495
2007W30,Bremen,132
2007W30,Hamburg,289
2007W30,Hessen,990
2007W30,Mecklenburg-Vorpommern,295
2007W30,Niedersachsen,"1,423"
2007W30,Nordrhein-Westfalen,"3,224"
2007W30,Rheinland-Pfalz,746
2007W30,Saarland,219
2007W30,Sachsen,884
2007W30,Sachsen-Anhalt,548
2007W30,Schleswig-Holstein,521
2007W30,Th�ringen,438
2007W31,Germany (until 1990 former territory of the FRG),"14,333"
2007W31,Baden-W�rttemberg,"1,624"
2007W31,Bayern,"1,993"
2007W31,Berlin,538
2007W31,Brandenburg,460
2007W31,Bremen,119
2007W31,Hamburg,323
2007W31,Hessen,"1,055"
2007W31,Mecklenburg-Vorpommern,313
2007W31,Niedersachsen,"1,46"
2007W31,Nordrhein-Westfalen,"3,291"
2007W31,Rheinland-Pfalz,679
2007W31,Saarland,217
2007W31,Sachsen,852
2007W31,Sachsen-Anhalt,484
2007W31,Schleswig-Holstein,483
2007W31,Th�ringen,442
2007W32,Germany (until 1990 former territory of the FRG),"15,022"
2007W32,Baden-W�rttemberg,"1,63"
2007W32,Bayern,"2,118"
2007W32,Berlin,606
2007W32,Brandenburg,503
2007W32,Bremen,141
2007W32,Hamburg,309
2007W32,Hessen,"1,047"
2007W32,Mecklenburg-Vorpommern,332
2007W32,Niedersachsen,"1,507"
2007W32,Nordrhein-Westfalen,"3,382"
2007W32,Rheinland-Pfalz,757
2007W32,Saarland,231
2007W32,Sachsen,873
2007W32,Sachsen-Anhalt,525
2007W32,Schleswig-Holstein,587
2007W32,Th�ringen,474
2007W33,Germany (until 1990 former territory of the FRG),"14,631"
2007W33,Baden-W�rttemberg,"1,635"
2007W33,Bayern,"2,101"
2007W33,Berlin,532
2007W33,Brandenburg,443
2007W33,Bremen,162
2007W33,Hamburg,298
2007W33,Hessen,"1,056"
2007W33,Mecklenburg-Vorpommern,315
2007W33,Niedersachsen,"1,522"
2007W33,Nordrhein-Westfalen,"3,265"
2007W33,Rheinland-Pfalz,724
2007W33,Saarland,223
2007W33,Sachsen,835
2007W33,Sachsen-Anhalt,516
2007W33,Schleswig-Holstein,540
2007W33,Th�ringen,464
2007W34,Germany (until 1990 former territory of the FRG),"14,516"
2007W34,Baden-W�rttemberg,"1,643"
2007W34,Bayern,"2,105"
2007W34,Berlin,579
2007W34,Brandenburg,489
2007W34,Bremen,115
2007W34,Hamburg,282
2007W34,Hessen,993
2007W34,Mecklenburg-Vorpommern,303
2007W34,Niedersachsen,"1,411"
2007W34,Nordrhein-Westfalen,"3,283"
2007W34,Rheinland-Pfalz,695
2007W34,Saarland,228
2007W34,Sachsen,865
2007W34,Sachsen-Anhalt,521
